87062	21493	21492
87067	21494	21493
87072	21495	21494
87076	21496	21494
87080	21497	21494
87084	21498	21494
87088	21499	21494
87092	21500	21494
87095	21501	21493
87100	21502	21501
87104	21503	21501
87108	21504	21501
87112	21505	21501
87116	21506	21501
87120	21507	21501
87124	21508	21501
87128	21509	21501
87132	21510	21501
87136	21511	21501
87140	21512	21501
87144	21513	21501
87148	21514	21501
87152	21515	21501
87156	21516	21501
87160	21517	21501
87164	21518	21501
87168	21519	21501
87172	21520	21501
87176	21521	21501
87179	21522	21493
87184	21523	21522
87188	21524	21522
87192	21525	21522
87196	21526	21522
87199	21527	21493
87204	21528	21527
87208	21529	21527
87212	21530	21527
87216	21531	21527
87220	21532	21527
87224	21533	21527
87227	21534	21492
87231	21535	21534
87235	21536	21535
87240	21537	21536
87244	21538	21536
87248	21539	21536
87252	21540	21536
87256	21541	21536
87260	21542	21536
87263	21543	21535
87268	21544	21543
87272	21545	21543
87276	21546	21543
87280	21547	21543
87284	21548	21543
87288	21549	21543
87292	21550	21543
87296	21551	21543
87299	21552	21535
87304	21553	21552
87308	21554	21552
87312	21555	21552
87315	21556	21535
87320	21557	21556
87324	21558	21556
87328	21559	21556
87332	21560	21556
87336	21561	21556
87339	21562	21535
87344	21563	21562
87348	21564	21562
87351	21565	21535
87355	21566	21535
87359	21567	21535
87363	21568	21534
87367	21569	21568
87372	21570	21569
87376	21571	21569
87380	21572	21569
87384	21573	21569
87388	21574	21569
87392	21575	21569
87396	21576	21569
87400	21577	21569
87403	21578	21568
87408	21579	21578
87412	21580	21578
87415	21581	21568
87420	21582	21581
87424	21583	21581
87428	21584	21581
87432	21585	21581
87436	21586	21581
87439	21587	21568
87444	21588	21587
87448	21589	21587
87452	21590	21587
87456	21591	21587
87460	21592	21587
87464	21593	21587
87467	21594	21568
87472	21595	21594
87476	21596	21594
87480	21597	21594
87484	21598	21594
87488	21599	21594
87492	21600	21594
87496	21601	21594
87500	21602	21594
87504	21603	21594
87508	21604	21594
87512	21605	21594
87516	21606	21594
87520	21607	21594
87524	21608	21594
87528	21609	21594
87532	21610	21594
87535	21611	21534
87539	21612	21534
87543	21613	21492
87547	21614	21613
87551	21615	21614
87556	21616	21615
87560	21617	21615
87564	21618	21615
87568	21619	21615
87572	21620	21615
87576	21621	21615
87580	21622	21615
87584	21623	21615
87588	21624	21615
87591	21625	21614
87596	21626	21625
87600	21627	21625
87604	21628	21625
87608	21629	21625
87612	21630	21625
87616	21631	21625
87620	21632	21625
87624	21633	21625
87628	21634	21625
87632	21635	21625
87636	21636	21625
87640	21637	21625
87644	21638	21625
87648	21639	21625
87652	21640	21625
87656	21641	21625
87660	21642	21625
87664	21643	21625
87668	21644	21625
87672	21645	21625
87676	21646	21625
87680	21647	21625
87683	21648	21614
87688	21649	21648
87692	21650	21648
87696	21651	21648
87699	21652	21614
